"county","cbsa10","cbsatype10","cntyname","cbsaname10","pop10","afact"
"county","cbsa10","cbsatype10","cntyname","2010 CBSA Name","Total Pop, 2010 census","county to cbsatype10 alloc factor"
"22103","35380","Metro","St. Tammany Parish LA","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",233740,1 
"22105","25220","Micro","Tangipahoa Parish LA","Hammond, LA Micropolitan Statistical Area",121097,1 
"22107","99999"," ","Tensas Parish LA","99999",5252,1 
"22109","26380","Metro","Terrebonne Parish LA","Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",111860,1 
"22111","33740","Metro","Union Parish LA","Monroe, LA Metropolitan Statistical Area",22721,1 
"22113","10020","Micro","Vermilion Parish LA","Abbeville, LA Micropolitan Statistical Area",57999,1 
"22115","22860","Micro","Vernon Parish LA","Fort Polk South, LA Micropolitan Statistical Area",52334,1 
"22117","14220","Micro","Washington Parish LA","Bogalusa, LA Micropolitan Statistical Area",47168,1 
"22119","33380","Micro","Webster Parish LA","Minden, LA Micropolitan Statistical Area",41207,1 
"22121","12940","Metro","West Baton Rouge Parish LA","Baton Rouge, LA Metropolitan Statistical Area",23788,1 
"22123","99999"," ","West Carroll Parish LA","99999",11604,1 
"22125","12940","Metro","West Feliciana Parish LA","Baton Rouge, LA Metropolitan Statistical Area",15625,1 
"22127","99999"," ","Winn Parish LA","99999",15313,1 
"23001","30340","Metro","Androscoggin ME","Lewiston-Auburn, ME Metropolitan Statistical Area",107702,1 
"23003","99999"," ","Aroostook ME","99999",71870,1 
"23005","38860","Metro","Cumberland ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",281674,1 
"23007","99999"," ","Franklin ME","99999",30768,1 
"23009","99999"," ","Hancock ME","99999",54418,1 
"23011","12300","Micro","Kennebec ME","Augusta-Waterville, ME Micropolitan Statistical Area",122151,1 
"23013","40500","Micro","Knox ME","Rockland, ME Micropolitan Statistical Area",39736,1 
"23015","99999"," ","Lincoln ME","99999",34457,1 
"23017","99999"," ","Oxford ME","99999",57833,1 
"23019","12620","Metro","Penobscot ME","Bangor, ME Metropolitan Statistical Area",153923,1 
"23021","99999"," ","Piscataquis ME","99999",17535,1 
"23023","38860","Metro","Sagadahoc ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",35293,1 
"23025","99999"," ","Somerset ME","99999",52228,1 
"23027","99999"," ","Waldo ME","99999",38786,1 
"23029","99999"," ","Washington ME","99999",32856,1 
"23031","38860","Metro","York ME","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",197131,1 
"24001","19060","Metro","Allegany MD","Cumberland, MD-WV Metropolitan Statistical Area",75087,1 
"24003","12580","Metro","Anne Arundel MD","Baltimore-Towson, MD Metropolitan Statistical Area",537656,1 
"24005","12580","Metro","Baltimore MD","Baltimore-Towson, MD Metropolitan Statistical Area",805029,1 
"24009","47900","Metro","Calvert MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",88737,1 
"24011","99999"," ","Caroline MD","99999",33066,1 
"24013","12580","Metro","Carroll MD","Baltimore-Towson, MD Metropolitan Statistical Area",167134,1 
"24015","37980","Metro","Cecil MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",101108,1 
"24017","47900","Metro","Charles MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",146551,1 
"24019","15700","Micro","Dorchester MD","Cambridge, MD Micropolitan Statistical Area",32618,1 
"24021","47900","Metro","Frederick MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",233385,1 
"24023","99999"," ","Garrett MD","99999",30097,1 
"24025","12580","Metro","Harford MD","Baltimore-Towson, MD Metropolitan Statistical Area",244826,1 
"24027","12580","Metro","Howard MD","Baltimore-Towson, MD Metropolitan Statistical Area",287085,1 
"24029","99999"," ","Kent MD","99999",20197,1 
"24031","47900","Metro","Montgomery MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",971777,1 
"24033","47900","Metro","Prince Georges MD","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",863420,1 
"24035","12580","Metro","Queen Annes MD","Baltimore-Towson, MD Metropolitan Statistical Area",47798,1 
"24037","30500","Micro","St. Marys MD","Lexington Park, MD Micropolitan Statistical Area",105151,1 
"24039","41540","Metro","Somerset MD","Salisbury, MD Metropolitan Statistical Area",26470,1 
"24041","20660","Micro","Talbot MD","Easton, MD Micropolitan Statistical Area",37782,1 
"24043","25180","Metro","Washington MD","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",147430,1 
"24045","41540","Metro","Wicomico MD","Salisbury, MD Metropolitan Statistical Area",98733,1 
"24047","36180","Micro","Worcester MD","Ocean Pines, MD Micropolitan Statistical Area",51454,1 
"24510","12580","Metro","Baltimore city MD","Baltimore-Towson, MD Metropolitan Statistical Area",620961,1 
"25001","12700","Metro","Barnstable MA","Barnstable Town, MA Metropolitan Statistical Area",215888,1 
"25003","38340","Metro","Berkshire MA","Pittsfield, MA Metropolitan Statistical Area",131219,1 
"25005","39300","Metro","Bristol MA","Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",548285,1 
"25007","99999"," ","Dukes MA","99999",16535,1 
"25009","14460","Metro","Essex MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",743159,1 
"25011","44140","Metro","Franklin MA","Springfield, MA Metropolitan Statistical Area",71372,1 
"25013","44140","Metro","Hampden MA","Springfield, MA Metropolitan Statistical Area",463490,1 
"25015","44140","Metro","Hampshire MA","Springfield, MA Metropolitan Statistical Area",158080,1 
"25017","14460","Metro","Middlesex MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",1503085,1 
"25019","99999"," ","Nantucket MA","99999",10172,1 
"25021","14460","Metro","Norfolk MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",670850,1 
"25023","14460","Metro","Plymouth MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",494919,1 
"25025","14460","Metro","Suffolk MA","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",722023,1 
"25027","49340","Metro","Worcester MA","Worcester, MA Metropolitan Statistical Area",798552,1 
"26001","99999"," ","Alcona MI","99999",10942,1 
"26003","99999"," ","Alger MI","99999",9601,1 
"26005","10880","Micro","Allegan MI","Allegan, MI Micropolitan Statistical Area",111408,1 
"26007","10980","Micro","Alpena MI","Alpena, MI Micropolitan Statistical Area",29598,1 
"26009","99999"," ","Antrim MI","99999",23580,1 
"26011","99999"," ","Arenac MI","99999",15899,1 
"26013","99999"," ","Baraga MI","99999",8860,1 
"26015","24340","Metro","Barry MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",59173,1 
"26017","13020","Metro","Bay MI","Bay City, MI Metropolitan Statistical Area",107771,1 
"26019","45900","Micro","Benzie MI","Traverse City, MI Micropolitan Statistical Area",17525,1 
"26021","35660","Metro","Berrien MI","Niles-Benton Harbor, MI Metropolitan Statistical Area",156813,1 
"26023","17740","Micro","Branch MI","Coldwater, MI Micropolitan Statistical Area",45248,1 
"26025","12980","Metro","Calhoun MI","Battle Creek, MI Metropolitan Statistical Area",136146,1 
"26027","43780","Metro","Cass MI","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",52293,1 
"26029","99999"," ","Charlevoix MI","99999",25949,1 
"26031","99999"," ","Cheboygan MI","99999",26152,1 
"26033","42300","Micro","Chippewa MI","Sault Ste. Marie, MI Micropolitan Statistical Area",38520,1 
"26035","99999"," ","Clare MI","99999",30926,1 
"26037","29620","Metro","Clinton MI","Lansing-East Lansing, MI Metropolitan Statistical Area",75382,1 
"26039","99999"," ","Crawford MI","99999",14074,1 
"26041","21540","Micro","Delta MI","Escanaba, MI Micropolitan Statistical Area",37069,1 
"26043","27020","Micro","Dickinson MI","Iron Mountain, MI-WI Micropolitan Statistical Area",26168,1 
"26045","29620","Metro","Eaton MI","Lansing-East Lansing, MI Metropolitan Statistical Area",107759,1 
"26047","99999"," ","Emmet MI","99999",32694,1 
"26049","22420","Metro","Genesee MI","Flint, MI Metropolitan Statistical Area",425790,1 
"26051","99999"," ","Gladwin MI","99999",25692,1 
"26053","99999"," ","Gogebic MI","99999",16427,1 
"26055","45900","Micro","Grand Traverse MI","Traverse City, MI Micropolitan Statistical Area",86986,1 
"26057","10940","Micro","Gratiot MI","Alma, MI Micropolitan Statistical Area",42476,1 
"26059","99999"," ","Hillsdale MI","99999",46688,1 
"26061","26340","Micro","Houghton MI","Houghton, MI Micropolitan Statistical Area",36628,1 
"26063","99999"," ","Huron MI","99999",33118,1 
"26065","29620","Metro","Ingham MI","Lansing-East Lansing, MI Metropolitan Statistical Area",280895,1 
"26067","24340","Metro","Ionia MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",63905,1 
"26069","99999"," ","Iosco MI","99999",25887,1 
"26071","99999"," ","Iron MI","99999",11817,1 
"26073","34380","Micro","Isabella MI","Mount Pleasant, MI Micropolitan Statistical Area",70311,1 
"26075","27100","Metro","Jackson MI","Jackson, MI Metropolitan Statistical Area",160248,1 
"26077","28020","Metro","Kalamazoo MI","Kalamazoo-Portage, MI Metropolitan Statistical Area",250331,1 
"26079","45900","Micro","Kalkaska MI","Traverse City, MI Micropolitan Statistical Area",17153,1 
"26081","24340","Metro","Kent MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",602622,1 
"26083","26340","Micro","Keweenaw MI","Houghton, MI Micropolitan Statistical Area",2156,1 
"26085","99999"," ","Lake MI","99999",11539,1 
"26087","19820","Metro","Lapeer MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",88319,1 
"26089","45900","Micro","Leelanau MI","Traverse City, MI Micropolitan Statistical Area",21708,1 
"26091","10300","Micro","Lenawee MI","Adrian, MI Micropolitan Statistical Area",99892,1 
"26093","19820","Metro","Livingston MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",180967,1 
"26095","99999"," ","Luce MI","99999",6631,1 
"26097","99999"," ","Mackinac MI","99999",11113,1 
"26099","19820","Metro","Macomb MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",840978,1 
"26101","99999"," ","Manistee MI","99999",24733,1 
"26103","32100","Micro","Marquette MI","Marquette, MI Micropolitan Statistical Area",67077,1 
"26105","99999"," ","Mason MI","99999",28705,1 
"26107","13660","Micro","Mecosta MI","Big Rapids, MI Micropolitan Statistical Area",42798,1 
"26109","31940","Micro","Menominee MI","Marinette, WI-MI Micropolitan Statistical Area",24029,1 
"26111","33220","Micro","Midland MI","Midland, MI Micropolitan Statistical Area",83629,1 
"26113","15620","Micro","Missaukee MI","Cadillac, MI Micropolitan Statistical Area",14849,1 
"26115","33780","Metro","Monroe MI","Monroe, MI Metropolitan Statistical Area",152021,1 
"26117","99999"," ","Montcalm MI","99999",63342,1 
"26119","99999"," ","Montmorency MI","99999",9765,1 
"26121","34740","Metro","Muskegon MI","Muskegon-Norton Shores, MI Metropolitan Statistical Area",172188,1 
"26123","24340","Metro","Newaygo MI","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",48460,1 
"26125","19820","Metro","Oakland MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",1202362,1 
"26127","99999"," ","Oceana MI","99999",26570,1 
"26129","99999"," ","Ogemaw MI","99999",21699,1 
"26131","99999"," ","Ontonagon MI","99999",6780,1 
"26133","99999"," ","Osceola MI","99999",23528,1 
"26135","99999"," ","Oscoda MI","99999",8640,1 
"26137","99999"," ","Otsego MI","99999",24164,1 
"26139","26100","Metro","Ottawa MI","Holland-Grand Haven, MI Metropolitan Statistical Area",263801,1 
"26141","99999"," ","Presque Isle MI","99999",13376,1 
"26143","99999"," ","Roscommon MI","99999",24449,1 
"26145","40980","Metro","Saginaw MI","Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",200169,1 
"26147","19820","Metro","St. Clair MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",163040,1 
"26149","44780","Micro","St. Joseph MI","Sturgis, MI Micropolitan Statistical Area",61295,1 
"26151","99999"," ","Sanilac MI","99999",43114,1 
"26153","99999"," ","Schoolcraft MI","99999",8485,1 
"26155","37020","Micro","Shiawassee MI","Owosso, MI Micropolitan Statistical Area",70648,1 
"26157","99999"," ","Tuscola MI","99999",55729,1 
"26159","28020","Metro","Van Buren MI","Kalamazoo-Portage, MI Metropolitan Statistical Area",76258,1 
"26161","11460","Metro","Washtenaw MI","Ann Arbor, MI Metropolitan Statistical Area",344791,1 
"26163","19820","Metro","Wayne MI","Detroit-Warren-Livonia, MI Metropolitan Statistical Area",1820584,1 
"26165","15620","Micro","Wexford MI","Cadillac, MI Micropolitan Statistical Area",32735,1 
"27001","99999"," ","Aitkin MN","99999",16202,1 
"27003","33460","Metro","Anoka MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",330844,1 
"27005","99999"," ","Becker MN","99999",32504,1 
"27007","13420","Micro","Beltrami MN","Bemidji, MN Micropolitan Statistical Area",44442,1 
"27009","41060","Metro","Benton MN","St. Cloud, MN Metropolitan Statistical Area",38451,1 
"27011","99999"," ","Big Stone MN","99999",5269,1 
"27013","31860","Metro","Blue Earth MN","Mankato-North Mankato, MN Metropolitan Statistical Area",64013,1 
"27015","35580","Micro","Brown MN","New Ulm, MN Micropolitan Statistical Area",25893,1 
"27017","20260","Metro","Carlton MN","Duluth, MN-WI Metropolitan Statistical Area",35386,1 
"27019","33460","Metro","Carver MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",91042,1 
"27021","14660","Micro","Cass MN","Brainerd, MN Micropolitan Statistical Area",28567,1 
"27023","99999"," ","Chippewa MN","99999",12441,1 
"27025","33460","Metro","Chisago MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",53887,1 
"27027","22020","Metro","Clay MN","Fargo, ND-MN Metropolitan Statistical Area",58999,1 
"27029","99999"," ","Clearwater MN","99999",8695,1 
"27031","99999"," ","Cook MN","99999",5176,1 
"27033","99999"," ","Cottonwood MN","99999",11687,1 
"27035","14660","Micro","Crow Wing MN","Brainerd, MN Micropolitan Statistical Area",62500,1 
"27037","33460","Metro","Dakota MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",398552,1 
"27039","40340","Metro","Dodge MN","Rochester, MN Metropolitan Statistical Area",20087,1 
"27041","10820","Micro","Douglas MN","Alexandria, MN Micropolitan Statistical Area",36009,1 
"27043","99999"," ","Faribault MN","99999",14553,1 
"27045","99999"," ","Fillmore MN","99999",20866,1 
"27047","10660","Micro","Freeborn MN","Albert Lea, MN Micropolitan Statistical Area",31255,1 
"27049","39860","Micro","Goodhue MN","Red Wing, MN Micropolitan Statistical Area",46183,1 
"27051","99999"," ","Grant MN","99999",6018,1 
"27053","33460","Metro","Hennepin MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1152425,1 
"27055","29100","Metro","Houston MN","La Crosse, WI-MN Metropolitan Statistical Area",19027,1 
"27057","99999"," ","Hubbard MN","99999",20428,1 
"27059","33460","Metro","Isanti MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",37816,1 
"27061","99999"," ","Itasca MN","99999",45058,1 
"27063","99999"," ","Jackson MN","99999",10266,1 
"27065","99999"," ","Kanabec MN","99999",16239,1 
"27067","48820","Micro","Kandiyohi MN","Willmar, MN Micropolitan Statistical Area",42239,1 
"27069","99999"," ","Kittson MN","99999",4552,1 
"27071","99999"," ","Koochiching MN","99999",13311,1 
"27073","99999"," ","Lac qui Parle MN","99999",7259,1 
"27075","99999"," ","Lake MN","99999",10866,1 
"27077","99999"," ","Lake of the Woods MN","99999",4045,1 
"27079","99999"," ","Le Sueur MN","99999",27703,1 
"27081","99999"," ","Lincoln MN","99999",5896,1 
"27083","32140","Micro","Lyon MN","Marshall, MN Micropolitan Statistical Area",25857,1 
"27085","26780","Micro","McLeod MN","Hutchinson, MN Micropolitan Statistical Area",36651,1 
"27087","99999"," ","Mahnomen MN","99999",5413,1 
"27089","99999"," ","Marshall MN","99999",9439,1 
"27091","21860","Micro","Martin MN","Fairmont, MN Micropolitan Statistical Area",20840,1 
"27093","99999"," ","Meeker MN","99999",23300,1 
"27095","99999"," ","Mille Lacs MN","99999",26097,1 
"27097","99999"," ","Morrison MN","99999",33198,1 
"27099","12380","Micro","Mower MN","Austin, MN Micropolitan Statistical Area",39163,1 
"27101","99999"," ","Murray MN","99999",8725,1 
"27103","31860","Metro","Nicollet MN","Mankato-North Mankato, MN Metropolitan Statistical Area",32727,1 
"27105","49380","Micro","Nobles MN","Worthington, MN Micropolitan Statistical Area",21378,1 
"27107","99999"," ","Norman MN","99999",6852,1 
"27109","40340","Metro","Olmsted MN","Rochester, MN Metropolitan Statistical Area",144248,1 
"27111","22260","Micro","Otter Tail MN","Fergus Falls, MN Micropolitan Statistical Area",57303,1 
"27113","99999"," ","Pennington MN","99999",13930,1 
"27115","99999"," ","Pine MN","99999",29750,1 
"27117","99999"," ","Pipestone MN","99999",9596,1 
"27119","24220","Metro","Polk MN","Grand Forks, ND-MN Metropolitan Statistical Area",31600,1 
"27121","99999"," ","Pope MN","99999",10995,1 
"27123","33460","Metro","Ramsey MN","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",508640,1 
"27125","99999"," ","Red Lake MN","99999",4089,1 
"27127","99999"," ","Redwood MN","99999",16059,1 
"27129","99999"," ","Renville MN","99999",15730,1 
"27131","22060","Micro","Rice MN","Faribault-Northfield, MN Micropolitan Statistical Area",64142,1 
"27133","99999"," ","Rock MN","99999",9687,1 
"27135","99999"," ","Roseau MN","99999",15629,1 
